name,epigenetics
407,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9723333319028219,0.9723333319028219,0.9723333319028219,0"
408,"0,0,0,0,0,0,0.9866666595141093,0.9866666595141093,0.9866666595141093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9483333428700765,0.9483333428700765"
409,"0,0,0,0,0,0.9603333274523417,0.9603333274523417,0.9603333274523417,0,0,0,0,0,0,0,0,0,0,0,0,0.95633331934611,0.95633331934611,0.95633331934611,0,0,0,0,0,0,0,0,0"
410,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
411,"0,0,0,0,0,0.9436666568120321,0.9436666568120321,0.9436666568120321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
412,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.9326666593551636,0.9326666593551636,0.9326666593551636,0,0,0,0,0,0,0,0.9236666758855184,0.9236666758855184,0.9236666758855184,0,0,0,0,0,0"
413,"0,0,0,0,0,0,0,0,0,0,0,0,0.9523333311080933,0.9523333311080933,0.9523333311080933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
414,"0,0,0,0,0,0,0,0,0.9826666514078776,0.9826666514078776,0.9826666514078776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
415,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
416,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
417,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
418,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
419,"0,0,0,0,0,0,0,0,0,0,0.9743333260218302,0.9743333260218302,0.9743333260218302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981333335240682,0.981333335240682,0.981333335240682,0.9509999950726827,0.9509999950726827,0.9509999950726827"
420,"0.9753333330154419,0.9753333330154419,0.9753333330154419,0,0,0.9879999955495199,0.9879999955495199,0.9879999955495199,0,0,0,0,0.987333337465922,0.987333337465922,0.987333337465922,0,0,0,0,0,0,0.9663333296775818,0.9663333296775818,0.987666666507721,0.987666666507721,0.987666666507721,0,0,0,1.0,1.0,1.0"
421,"0,0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,0,0,0,0.9879999955495199,0.9879999955495199,0.9879999955495199,0,0.9763333400090536,0.9763333400090536,0.9763333400090536,0,0,0,0,0,0,0,0,0,0"
422,"0,0,0,0,0,0,0,0,0,0,0,0,0.9680000146230062,0.9680000146230062,0.9680000146230062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
423,"0,0,0,0,0,0,0,0,0,0.04203333333134651,0.04203333333134651,0.04203333333134651,0,0,0,0,0,0,0,0,0.011499999711910883,0.011499999711910883,0.011499999711910883,0,0,0,0,0,0,0,0,0"
424,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
425,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
426,"0,0,0,0,0,0,0,0,0.9223333398501078,0.9223333398501078,0.9223333398501078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
427,"0,0,0,0,0.03700000047683716,0.03700000047683716,0.03700000047683716,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
428,"0,0.9579999844233195,0.9579999844233195,0.9579999844233195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
429,"0,0.7206666668256124,0.7206666668256124,0.7206666668256124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
430,"0,0,0,0,0,0,0,0.9673333366711935,0.9673333366711935,0.9673333366711935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
431,"0,0.01283333326379458,0.01283333326379458,0.01283333326379458,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.009266666447122892,0.009266666447122892,0.009266666447122892,0,0,0,0.0,0.0,0.0,0,0,0,0"
432,"0,0,0,0,0,0,0,0.9253333409627279,0.9253333409627279,0.9253333409627279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
433,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0"
434,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
435,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
436,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8956666787465414,0.8956666787465414,0.8956666787465414,0,0,0,0,0,0,0,0,0,0,0"
437,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
438,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
439,"0,0,0,0,0,0.9636666774749756,0.9636666774749756,0.9636666774749756,0,0,0,0,0,0,0,0,0,0,0,0,0.9896666606267294,0.9896666606267294,0.9896666606267294,0,0,0,0,0,0,0,0.934333324432373,0.934333324432373"
440,"0,0,0,0,0,0,0.9896666606267294,0.9896666606267294,0.9440000057220459,0.9440000057220459,0.9440000057220459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
441,"0,0,0,0,0,0.9896666606267294,0.9896666606267294,0.9440000057220459,0.9440000057220459,0.9440000057220459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
442,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
443,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
444,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
445,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9546666741371155,0.9546666741371155,0.9546666741371155"
446,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
447,"0,0,0,0,0,0,0,0,0,0,0.9869999885559082,0.9869999885559082,0.9869999885559082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
448,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
449,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
450,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
451,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
452,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
453,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
454,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9763333400090536,0.9763333400090536"
455,"0,0,0,0,0,0,0,0.9046666622161865,0.9046666622161865,0.9046666622161865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
456,"0,0,0,0,0,0,0,0,0,0,0.9773333271344503,0.9773333271344503,0.9773333271344503,0,0,0,0,0.9629999995231628,0.9629999995231628,0.9629999995231628,0,0,0,0,0,0,0,0,0,0,0,0"
457,"0,0,0,0,0,0,0,0.990666667620341,0.990666667620341,0.990666667620341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
458,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
459,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
460,"0,0,0,0,0,0,0,0.6456666588783264,0.6456666588783264,0.6456666588783264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
461,"0,0,0,0,0,0,0,0,0,0,0,0,0.8803333242734274,0.8803333242734274,0.8803333242734274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
462,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
463,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
464,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
465,"0,0,0,0,0,0,0,0,0.030299998819828033,0.030299998819828033,0.030299998819828033,0,0.030299998819828033,0.030299998819828033,0.030299998819828033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030299998819828033,0.030299998819828033,0.035733332857489586,0.035733332857489586"
466,"0,0,0,0,0,0,0,0,0,0,0,0.9026666482289633,0.9026666482289633,0.9026666482289633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
467,"0,0.6929999987284342,0.6929999987284342,0.6929999987284342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
468,"0,0,0,0,0,0,0,0.6783333222071329,0.6783333222071329,0.6783333222071329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9239999850591024,0.9239999850591024,0.9239999850591024,0,0,0,0"
469,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9646666646003723,0.9646666646003723,0.9646666646003723,0,0,0,0,0,0,0,0,0,0,0,0"
470,"0,0,0,0,0,0,0,0,0,0.9860000014305115,0.9860000014305115,0.9860000014305115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
471,"0,0,0,0,0,0,0,0,0,0,0.9470000068346659,0.9470000068346659,0.9470000068346659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
472,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9929999907811483,0.9929999907811483,0.9929999907811483,0.968666672706604,0.968666672706604,0.968666672706604,0,0,0,0,0,0,0,0,0,0,0"
473,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9666666785875956,0.9666666785875956,0.9666666785875956,0,0,0,0"
474,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
475,"0,0.953333338101705,0.953333338101705,0.953333338101705,0.9436666568120321,0.9436666568120321,0.9436666568120321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9339999953905741,0.9339999953905741,0.9339999953905741,0,0,0.9646666646003723,0.9646666646003723,0.9646666646003723,0"
476,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9480000138282776,0.9480000138282776,0.9480000138282776,0,0.9476666649182638,0.9476666649182638"
477,"0.9853333433469137,0.9853333433469137,0.9853333433469137,0,0,0,0,0,0,0,0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
478,"0,0,0,0,0,0.9943333268165588,0.9943333268165588,0.9943333268165588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
479,"0,0.9853333433469137,0.9853333433469137,0.9853333433469137,0,0,0,0,0,0,0,0,0.9583333333333334,0.9583333333333334,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
480,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
481,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9616666634877523,0.9616666634877523,0.9616666634877523,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
482,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
483,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
484,"0,0,0,0,0,0,0.9823333422342936,0.9823333422342936,0.9823333422342936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
485,"0,0,0,0,0,0.9896666606267294,0.9896666606267294,0.9896666606267294,0,0,0,0,0,0,0,0.9573333462079366,0.9573333462079366,0.9573333462079366,0,0,0.9763333400090536,0.9763333400090536,0.9763333400090536,0,0,0,0,0,0,0,0,0"
486,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
487,"0,0,0,0,0,0,0,0,0,0.9640000065167745,0.9640000065167745,0.9640000065167745,0,0,0,0,0,0,0,0.9056666692097982,0.9056666692097982,0.9056666692097982,0,0,0,0,0,0,0,0,0,0"
488,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9886666735013326,0.9886666735013326,0.9886666735013326,0,0,0,0,0,0,0,0,0,0"
489,"0,0.9270000060399374,0.9270000060399374,0.9270000060399374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9733333388964335,0.9733333388964335,0.9733333388964335,0,0"
490,"0,0,0,0,0,0.9276666641235352,0.9276666641235352,0.9276666641235352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
491,"0,0,0,0,0,0,0,0,0,0.9706666668256124,0.9706666668256124,0.9706666668256124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9606666564941406,0.9606666564941406,0.9606666564941406,0,0"
492,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
493,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
494,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9240000049273173,0.9240000049273173,0.9240000049273173,0,0,0,0,0,0,0,0,0"
495,"0,0,0,0,0,0,0,0,0,0,0,0.9850000143051147,0.9850000143051147,0.9850000143051147,0,0,0,0,0,0,0.9633333484331766,0.9633333484331766,0.9633333484331766,0,0,0,0,0,0,0,0,0"
496,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934333344300588,0.934333344300588,0.934333344300588,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
497,"0,0,0.9789999922116598,0.9789999922116598,0.9789999922116598,0,0,0,0,0,0.9503333369890848,0.9503333369890848,0.9503333369890848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
498,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
499,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
500,"0,0,0,0,0,0.9950000047683716,0.9950000047683716,0.9950000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
501,"0,0,0,0,0,0,0.975000003973643,0.975000003973643,0.975000003973643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
502,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
503,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9903333385785421,0.9903333385785421,0.9903333385785421,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
504,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9903333385785421,0.9903333385785421,0.9903333385785421,0,0,0,0,0,0,0,0,0"
505,"0,0,0,0,0,0.9399999976158142,0.9399999976158142,0.9399999976158142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9176666537920634,0.9176666537920634,0.9176666537920634,0,0,0,0.9796666701634725,0.9796666701634725"
506,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
507,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9933333396911621,0.9933333396911621,0.9933333396911621,0,0,0,0,0,0,0,0,0,0,0,0"
508,"0,0,0,0,0,0,0,0,0,0,0.9629999995231628,0.9629999995231628,0.9629999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9580000042915344,0.9580000042915344,0.9580000042915344,0,0,0"
509,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
510,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9269999861717224,0.9269999861717224,0.9269999861717224,0,0,0,0,0,0,0,0,0,0,0,0"
511,"0,0,0,0,0,0,0,0,0,0,0,0,0.9570000171661377,0.9570000171661377,0.9570000171661377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
512,"0.984666665395101,0.984666665395101,0.984666665395101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9293333490689596,0.9293333490689596,0.9293333490689596,0,0,0,0,0,0,0,0,0,0,0,0"
513,"0,0,0,0,0,0,0,0,0,0,0.9049999912579855,0.9049999912579855,0.9049999912579855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
514,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
515,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
516,"0,0.008766666675607363,0.008766666675607363,0.008766666675607363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034166665747761726,0.034166665747761726,0.01333333303531011,0.01333333303531011,0.03043333316842715,0.03043333316842715,0.03043333316842715,0,0,0,0,0,0,0,0"
517,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
518,"0,0,0,0,0,0,0,0,0,0.8769999941190084,0.8769999941190084,0.8769999941190084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9283333222071329,0.9283333222071329"
519,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
520,"0,0,0,0,0.9920000036557516,0.9920000036557516,0.9920000036557516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
521,"0.9440000057220459,0.9440000057220459,0,0.9246666630109152,0.9246666630109152,0.9246666630109152,0,0,0,0,0,0,0,0,0,0,0,0.9823333422342936,0.9823333422342936,0.9823333422342936,0,0,0,0,0,0,0,0,0,0,0,0"
522,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569999972979227,0.9569999972979227,0.9569999972979227,0,0,0,0.9380000233650208,0.9380000233650208,0.9380000233650208,0,0,0"
523,"0,0,0,0,0.9706666668256124,0.9706666668256124,0.9706666668256124,0.9803333481152853,0.9803333481152853,0.9803333481152853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9896666606267294,0.9896666606267294,0.9896666606267294,0,0,0,0"
524,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
525,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
526,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
527,"0,0,0,0,0,0,0,0,0,0.05553333337108294,0.05553333337108294,0.05553333337108294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17699999858935675,0.17699999858935675,0.1313333362340927,0.1313333362340927,0.1313333362340927,0"
528,"0,0,0,0,0,0,0,0,0,0.8833333253860474,0.8833333253860474,0.8833333253860474,0,0,0,0,0,0,0,0,0,0.9536666472752889,0.9536666472752889,0.9536666472752889,0,0,0,0,0,0,0,0"
529,"0,0,0.9916666746139526,0.9916666746139526,0.9916666746139526,0.953000009059906,0.953000009059906,0.953000009059906,0,0,0,0,0,0,0,0,0,0,0,0.9703333179155985,0.9703333179155985,0.9703333179155985,0,0,0.9606666763623556,0.9606666763623556,0.9606666763623556,0,0,0,0,0"
530,"0,0,0,0,0,0,0,0.9830000003178915,0.9830000003178915,0.9830000003178915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
531,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
532,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
533,"0,0,0,0,0,0,0,0.956000010172526,0.956000010172526,0.956000010172526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
534,"0.9703333377838135,0.9703333377838135,0,0,0,0,0,0,0.9913333257039388,0.9913333257039388,0.9913333257039388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972000002861023,0.972000002861023,0.972000002861023,0,0,0,0"
535,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.03476666659116745,0.03476666659116745"
536,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
537,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.04459999998410543,0.04459999998410543,0.04459999998410543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010000022749106,0.01010000022749106,0.01010000022749106"
538,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
539,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9923333326975504,0.9923333326975504,0.9923333326975504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
540,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943666676680247,0.943666676680247,0.943666676680247,0,0,0,0,0,0,0,0,0"
541,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
542,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6476666529973348,0.6476666529973348"
543,"0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0.8990000089009603,0.8990000089009603,0.8990000089009603,0,0,0,0,0,0,0,0,0"
544,"0.715666671593984,0.715666671593984,0.715666671593984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
545,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
546,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
547,"0,0,0,0,0,0,0,0,0,0,0.9540000160535177,0.9540000160535177,0.9540000160535177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
548,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984333336353302,0.984333336353302,0.984333336353302,0,0,0,0,0,0,0,0,0,0"
549,"0,0.9863333304723104,0.9863333304723104,0.9863333304723104,0,0,0,0,0,0,0,0,0,0,0.9759999910990397,0.9759999910990397,0.9759999910990397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
550,"0,0.9429999987284342,0.9429999987284342,0.9429999987284342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
551,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9566666682561239,0.9566666682561239,0.9566666682561239,0,0,0,0,0,0,0,0,0,0,0,0"
552,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940666655699412,0.940666655699412,0.940666655699412"
553,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
554,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9593333204587301,0.9593333204587301,0.9593333204587301,0,0"
555,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9613333344459534,0.9613333344459534,0.9613333344459534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
556,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
557,"0,0,0,0,0,0,0,0,0.01693333312869072,0.01693333312869072,0.01693333312869072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
558,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
559,"0,0,0,0,0,0.025633332629998524,0.025633332629998524,0.014499999582767487,0.014499999582767487,0.014499999582767487,0,0,0,0,0,0,0,0,0,0.028999999165534973,0.028999999165534973,0.028999999165534973,0,0,0,0,0,0,0,0,0,0"
560,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
561,"0,0.9279999931653341,0.9279999931653341,0.9279999931653341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
562,"0.9920000036557516,0.9920000036557516,0,0,0,0,0,0,0,0,0,0.9579999844233195,0.9579999844233195,0.9579999844233195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9860000014305115,0.9860000014305115,0.9860000014305115,0,0"
563,"0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
